"","Sum Intermediate Reqs","Sum Intermediate Reqs Scrap Adj","Rel_Diff"
"3363A0/US",0.765315199711011,0.768606220543066,-0.00428180353488313
"GSLGO/US",0.380872047616351,0.382555161005427,-0.00439966195895013
"336320/US",0.728378415213764,0.731601963151223,-0.0044061499282674
"332310/US",0.654406253686464,0.65733157101003,-0.00445029183532327
"322210/US",0.742031758503689,0.746088034992786,-0.00543672636317852
"321910/US",0.637036808345814,0.64087144049693,-0.00598346549526876
"326120/US",0.649425068794585,0.653414892558167,-0.00610611084782888
"562000/US",0.521919110691664,0.525432182282794,-0.00668606094104688
"332420/US",0.566963625662069,0.57175511512028,-0.00838031760713475
"332800/US",0.522668095485096,0.527227450714332,-0.00864779560142137
"332430/US",0.656340874365793,0.663253712743796,-0.0104226154263133
"332720/US",0.591747585532234,0.598103980576018,-0.0106275752213886
"332114/US",0.718871954095637,0.728794355442511,-0.0136148164057185
"332999/US",0.59896695403163,0.608903598742738,-0.0163189127665287
"332600/US",0.589575827433241,0.600066177554008,-0.0174819886758614
"332119/US",0.594618616878059,0.62920177281782,-0.0549635386195505
"4200ID/US",0,0,NA
"814000/US",0,0,NA
"S00402/US",0,0,NA
"S00300/US",0,0,NA
