FacilityID,FlowName,Compartment,FlowAmount,Unit,DataReliability,Source,Year,FRS_ID,State,County,Location,NAICS
3676011,Volatile Organic Compounds,air,108.8621688,kg,2.0,NEI,2020,110005981937,Pennsylvania,Carbon,42025,331314
3703211,Carbon Monoxide,air,11197.370359603121,kg,2.0,NEI,2020,110000357300,Georgia,Coweta,13077,331318
3703211,Nitrogen Oxides,air,15629.66543956818,kg,1.6715607515968796,NEI,2020,110000357300,Georgia,Coweta,13077,331318
3703211,PM2.5 Primary (Filt + Cond),air,5055.418505437301,kg,1.7011939572680477,NEI,2020,110000357300,Georgia,Coweta,13077,331318
3703211,Sulfur Dioxide,air,82.13469199012,kg,2.0,NEI,2020,110000357300,Georgia,Coweta,13077,331318
3703211,Volatile Organic Compounds,air,30405.190373910173,kg,3.9516091635137434,NEI,2020,110000357300,Georgia,Coweta,13077,331318
3777011,Carbon Dioxide,air,49724068.923901066,kg,1.0331201808522925,NEI,2020,110038769419,Pennsylvania,Lawrence,42073,331314
3777011,Carbon Monoxide,air,352003.010542106,kg,1.0002497313905658,NEI,2020,110038769419,Pennsylvania,Lawrence,42073,331314
3777011,Nitrogen Oxides,air,55777.618709582006,kg,1.0411910032317193,NEI,2020,110038769419,Pennsylvania,Lawrence,42073,331314
3777011,PM2.5 Primary (Filt + Cond),air,13061.502460612606,kg,2.0,NEI,2020,110038769419,Pennsylvania,Lawrence,42073,331314
3777011,Sulfur Dioxide,air,42488.08801637401,kg,1.0003266780683717,NEI,2020,110038769419,Pennsylvania,Lawrence,42073,331314
3777011,Volatile Organic Compounds,air,20366.727850967294,kg,1.0029620721142067,NEI,2020,110038769419,Pennsylvania,Lawrence,42073,331314
